id gender race side superspeed superhearing supervision flying invisibility icecontrol superhealing magicpowers spidersense superbrain
1103 man european hero 19 67 18 67 37 16 69 17 94 18
1104 man european hero 28 14 61 73 34 91 61 77 41 88
1105 man indian villain 90 52 77 1 64 94 50 74 47 72
1106 woman indian hero 85 2 80 28 82 6 22 62 78 51
1107 woman american hero 39 79 21 41 65 74 41 54 32 7
1108 woman european hero 90 46 59 15 83 6 37 4 6 99
1109 woman european villain 71 25 25 61 3 38 3 22 25 57
1110 man asian hero 84 89 77 69 89 48 61 8 98 73
1111 woman indian villain 12 73 78 65 31 9 53 30 35 12
1112 woman indian villain 19 16 62 42 78 91 61 83 95 21
1113 man indian villain 81 97 42 29 83 76 24 47 4 85
1114 man indian hero 87 92 49 39 71 56 18 68 30 95
1115 woman european hero 9 58 37 72 24 58 44 57 49 7
1116 man indian villain 28 98 25 55 94 32 92 65 17 42
1117 man indian villain 54 49 77 57 97 18 81 97 99 73
1118 woman european villain 33 31 12 88 58 20 49 30 17 49
1119 woman asian villain 37 24 20 85 15 14 4 95 44 70
1120 man american villain 92 65 69 35 28 44 97 86 64 97
1121 man asian villain 8 27 11 73 91 72 42 97 94 29
1122 man indian villain 58 87 26 64 2 43 79 74 27 55
1123 woman asian hero 7 32 89 46 59 56 79 66 78 20
1124 woman asian hero 95 2 39 64 63 93 21 98 61 40
1125 woman asian villain 98 18 18 56 39 4 15 73 68 41
1126 woman asian hero 93 40 63 32 3 34 65 37 57 71
1127 woman asian villain 53 79 27 40 9 35 32 60 56 11
1128 man european villain 17 33 74 36 40 24 71 96 91 91
1129 woman asian hero 2 41 63 15 53 14 97 57 39 19
1130 woman indian villain 82 10 50 95 69 89 79 68 62 78
1131 woman indian villain 33 63 22 72 54 53 96 23 72 28
1132 woman american villain 53 64 84 10 81 33 59 10 78 56
1133 man indian hero 0 72 76 4 73 29 48 82 13 40
1134 woman asian hero 19 54 67 75 52 90 28 52 19 48
1135 woman american hero 85 67 6 35 33 46 75 64 57 12
1136 man asian hero 52 29 79 18 69 1 58 0 94 26
1137 woman european villain 55 100 33 90 90 21 71 72 76 28
1138 man indian villain 78 8 67 20 66 9 21 24 32 37
1139 woman american villain 95 60 3 83 64 21 99 58 72 14
1140 man american hero 30 10 52 6 67 85 49 51 15 62
1141 woman indian villain 52 94 76 76 91 82 58 51 49 82
1142 woman asian hero 18 36 68 71 40 83 86 33 46 12
1143 woman american hero 10 7 3 1 96 79 9 92 38 30
1144 man indian hero 53 85 8 48 99 54 61 92 19 78
1145 man american villain 25 72 40 20 70 11 18 76 24 97
1146 man indian hero 28 20 32 79 85 91 90 38 46 36
1147 woman indian villain 66 37 72 72 55 49 53 52 32 22
1148 man european villain 37 65 11 59 37 48 75 73 80 59
1149 man asian hero 10 38 65 74 60 2 71 75 97 76
1150 man asian villain 48 73 93 84 33 50 46 100 54 60
1151 man european villain 31 29 95 79 15 59 28 96 49 26
1152 woman indian hero 36 27 15 58 1 82 86 86 27 66
1153 woman american villain 22 33 87 26 9 60 60 64 10 92
1154 woman indian villain 93 82 76 22 72 28 80 52 94 52
1155 woman asian hero 16 62 7 3 7 49 14 98 62 57
1156 man asian villain 75 86 90 33 18 85 43 76 9 39
1157 man american hero 65 22 42 45 58 75 81 80 9 96
1158 man european villain 46 85 80 76 65 66 88 22 29 61
1159 woman asian hero 13 62 12 25 19 37 65 82 4 30
1160 man asian villain 30 4 33 12 96 47 77 66 97 3
1161 man indian villain 64 23 9 68 7 29 7 54 21 2
1162 man indian hero 96 85 86 39 40 92 75 38 62 17
1163 man indian villain 85 87 15 67 46 93 10 88 76 89
1164 man european villain 99 19 31 60 27 82 48 61 20 88
1165 man european villain 11 19 77 61 48 51 59 26 24 75
1166 man indian hero 16 35 77 93 42 82 97 88 52 63
1167 woman american hero 67 14 86 28 48 73 75 9 2 82
1168 woman european villain 98 19 4 71 31 22 1 87 71 28
1169 man asian hero 60 79 90 56 83 66 63 76 99 25
1170 woman american villain 77 39 17 100 9 55 14 35 8 60
1171 man indian hero 92 73 48 52 50 0 90 95 90 64
1172 woman asian hero 94 43 72 82 53 75 20 68 0 69
1173 woman european villain 33 10 12 59 19 4 55 28 67 70
1174 woman european hero 73 52 8 79 77 32 36 47 47 70
1175 woman european villain 74 22 84 11 71 69 9 6 70 13
1176 man asian villain 14 35 20 5 74 74 97 75 41 10
1177 man american hero 73 69 0 53 79 9 15 15 22 64
1178 woman indian villain 69 18 19 49 59 87 39 80 33 95
1179 woman american villain 69 79 79 72 35 14 11 7 95 70
1180 woman indian villain 4 21 96 57 60 9 84 28 80 45
1181 man asian villain 78 56 100 51 17 25 86 99 4 24
1182 woman american hero 95 56 69 51 34 97 67 44 60 10
1183 woman american hero 22 23 86 83 24 79 61 74 95 11
1184 woman asian villain 46 65 80 8 4 42 28 55 11 82
1185 woman asian hero 68 34 16 95 15 82 76 94 2 12
1186 man indian villain 66 89 70 34 59 0 11 4 71 39
1187 woman european hero 27 84 16 96 71 61 21 63 85 51
1188 woman indian hero 52 50 93 55 48 60 55 34 21 27
1189 woman indian villain 76 58 48 14 86 100 40 46 0 69
1190 man european villain 24 54 23 36 40 25 29 25 61 82
1191 woman american villain 29 30 97 53 46 80 42 72 96 18
1192 woman indian hero 14 12 58 33 63 92 56 66 22 90
1193 man indian villain 95 43 84 18 86 27 67 92 70 50
1194 woman european hero 2 44 61 14 56 64 50 19 39 47
1195 man american villain 11 0 51 20 98 1 95 7 57 93
1196 woman american hero 86 48 0 92 90 49 60 5 63 42
1197 woman european villain 14 67 34 83 0 49 72 92 34 12
1198 man asian hero 61 96 4 90 85 8 58 28 1 77
1199 man american villain 88 53 36 30 76 93 61 78 22 19
1200 man european hero 37 43 25 74 49 98 71 85 59 61
1201 man indian hero 48 51 36 95 58 52 10 37 72 90
1202 woman european villain 21 48 21 79 46 58 49 73 72 88
1203 man asian hero 44 30 51 97 31 13 51 9 4 91
1204 man indian hero 32 39 18 43 36 55 4 90 29 46
1205 man asian hero 89 79 83 43 38 79 87 28 5 55
1206 woman american hero 12 52 30 1 74 58 9 41 55 39
1207 man european hero 7 40 19 30 50 72 100 77 81 30
1208 woman american villain 19 47 77 61 8 43 12 27 23 21
1209 man indian hero 89 46 18 53 47 46 99 7 63 17
1210 woman european villain 91 68 49 75 45 42 21 88 74 16
1211 woman indian villain 24 6 67 80 96 98 71 21 62 29
1212 man asian villain 93 36 18 37 27 85 4 75 42 19
1213 man indian villain 53 99 48 75 3 66 55 72 40 99
1214 woman indian villain 50 33 7 38 92 98 70 97 56 43
1215 man european hero 94 55 85 35 99 78 92 51 93 32
1216 man asian villain 46 40 90 30 57 87 5 65 46 81
1217 woman indian villain 25 98 24 59 93 100 82 47 38 8
1218 woman american villain 84 83 16 86 35 2 76 92 98 32
1219 man american hero 84 92 79 70 61 33 59 55 68 75
1220 woman european villain 15 16 97 51 22 42 9 77 95 48
1221 man asian hero 49 27 65 92 81 95 20 76 100 85
1222 woman european hero 92 37 4 64 55 14 64 23 88 35
1223 man indian villain 18 15 87 70 21 2 79 39 91 48
1224 woman asian villain 56 90 84 76 22 38 39 90 88 38
1225 man european hero 72 40 75 29 32 15 5 24 61 38
1226 woman indian hero 76 14 96 95 46 15 54 29 40 84
1227 woman american hero 97 4 79 50 53 36 61 23 43 14
1228 man indian hero 67 54 78 23 91 97 84 19 86 5
1229 woman indian hero 77 8 21 7 50 79 75 96 83 91
1230 woman asian hero 84 13 38 37 14 99 51 73 45 93
1231 man american hero 97 15 99 80 67 52 38 80 90 65
1232 woman asian villain 99 26 51 92 61 3 89 83 78 67
1233 woman european villain 30 21 28 42 1 65 80 9 85 71
1234 man asian hero 9 41 91 81 29 9 3 16 87 12
1235 man asian villain 35 34 0 39 52 41 94 55 80 38
1236 woman european villain 1 91 92 27 19 57 21 22 28 93
1237 woman indian villain 16 31 55 43 46 74 66 70 93 10
1238 woman indian hero 38 43 84 71 62 72 89 87 34 52
1239 woman american hero 99 27 90 69 57 1 69 11 6 2
1240 woman indian villain 14 59 63 29 8 10 34 46 92 56
1241 man european hero 30 97 16 86 90 31 87 81 93 81
1242 man asian hero 89 97 71 31 38 74 23 35 14 32
1243 woman asian villain 21 39 19 92 55 34 64 53 21 75
1244 woman american villain 59 64 28 84 73 20 82 35 91 73
1245 woman european villain 10 19 95 90 21 11 8 11 50 80
1246 woman asian villain 59 45 16 16 87 44 84 19 62 27
1247 woman american hero 29 89 34 62 36 86 84 54 10 63
1248 man american hero 79 9 67 38 61 95 67 66 30 56
1249 woman european hero 45 41 34 0 17 83 37 82 53 7
1250 man european villain 47 56 5 89 85 17 64 95 75 26
1251 man american villain 25 33 79 32 38 54 7 14 51 88
1252 woman asian hero 52 85 14 99 73 7 95 49 0 51
1253 woman indian hero 86 40 51 56 14 91 28 61 70 73
1254 woman asian villain 20 75 64 13 100 55 75 53 89 19
1255 woman american hero 55 53 22 12 24 65 100 12 4 79
1256 woman european hero 20 1 66 72 87 20 37 79 20 98
1257 woman american hero 4 53 59 2 78 27 27 52 2 21
1258 woman indian villain 73 44 18 56 60 33 84 35 23 8
1259 woman indian villain 21 18 30 100 97 26 65 20 72 0
1260 woman european villain 20 58 96 63 65 21 25 38 85 98
1261 woman american villain 29 43 58 93 88 17 5 14 99 43
1262 man asian hero 81 46 31 79 26 5 33 87 49 27
1263 woman asian hero 19 9 27 3 66 75 50 62 71 23
1264 man asian villain 17 91 9 10 57 65 50 48 57 29
1265 man asian villain 88 87 100 25 91 6 36 39 49 30
1266 man european hero 42 77 10 17 89 57 91 98 44 67
1267 man indian villain 41 77 87 28 79 85 74 38 49 27
1268 woman asian hero 87 42 70 3 23 29 4 75 75 26
1269 woman asian villain 91 54 65 53 59 18 69 65 73 61
1270 man european villain 91 97 51 70 94 80 45 68 70 64
1271 man asian hero 38 33 58 15 24 2 23 51 33 31
1272 man european villain 64 65 68 59 4 90 49 62 37 82
1273 man indian hero 10 16 82 48 36 84 64 22 10 68
1274 man american hero 79 74 53 40 48 44 78 40 62 83
1275 woman american hero 12 88 2 72 84 22 54 89 76 87
1276 woman asian villain 27 20 62 39 52 19 62 90 65 100
1277 woman indian hero 50 47 46 98 4 91 5 7 68 89
1278 man american hero 18 75 99 84 95 99 44 72 6 85
1279 man european hero 27 65 44 47 44 13 56 69 6 51
1280 man indian hero 1 12 45 2 77 15 27 36 29 44
1281 woman european villain 57 93 56 42 22 81 66 21 70 68
1282 woman indian hero 51 94 18 57 31 27 39 78 36 82
1283 man asian villain 42 17 89 22 86 9 71 91 69 8
1284 man indian hero 7 64 56 8 80 53 39 13 32 45
1285 woman asian villain 35 63 41 18 94 76 69 62 78 34
1286 woman american hero 30 18 55 30 57 71 11 13 84 96
1287 woman indian villain 61 8 64 69 11 90 48 89 21 72
1288 man asian hero 64 81 84 15 42 28 6 26 83 33
1289 woman european hero 53 58 28 32 22 3 30 50 67 12
1290 man indian villain 29 47 13 0 24 58 81 78 53 54
1291 woman asian villain 84 41 100 52 47 84 95 91 96 66
1292 man european hero 57 59 94 19 59 73 99 71 23 29
1293 man european hero 7 34 36 14 33 74 73 14 88 11
1294 man indian villain 14 69 79 58 11 33 18 16 87 9
1295 man indian hero 67 46 28 56 46 81 45 66 42 19
1296 woman indian villain 87 26 59 48 43 7 22 76 70 50
1297 man asian hero 86 79 70 20 27 98 82 21 71 80
1298 woman asian hero 21 50 96 15 18 50 96 83 1 1
1299 woman european villain 10 54 92 79 28 20 55 55 18 53
1300 man american villain 28 3 77 3 58 0 57 36 81 82
1301 woman asian villain 65 18 3 64 45 38 6 81 7 46
1302 woman indian hero 92 71 29 15 19 63 66 19 97 64
1303 man indian villain 64 58 35 96 83 35 96 57 25 37
1304 woman european villain 6 88 47 67 50 99 37 5 2 62
1305 man european hero 77 91 83 27 88 58 74 4 64 98
1306 man asian hero 23 21 59 25 32 71 31 85 25 33
1307 woman asian villain 39 31 87 93 24 92 6 17 78 41
1308 man american villain 47 70 82 89 34 35 8 22 80 78
1309 man european hero 23 88 78 43 3 76 80 1 32 39
1310 woman asian hero 88 71 80 61 42 47 50 77 85 94
1311 man indian hero 34 72 37 77 6 41 57 58 53 38
1312 woman indian hero 57 29 54 89 24 80 22 6 16 1
1313 man indian villain 90 9 88 9 53 57 17 5 35 1
1314 man asian hero 7 25 96 49 97 2 77 84 81 58
1315 woman european villain 53 56 71 36 25 85 31 69 15 81
1316 woman indian hero 100 86 80 67 71 88 44 18 81 72
1317 man indian hero 33 49 26 67 13 6 63 28 37 7
1318 man asian villain 15 63 15 75 62 62 96 26 87 86
1319 woman indian hero 98 17 13 93 76 60 88 40 34 70
1320 man european villain 12 74 30 94 92 27 94 49 67 77
1321 woman european hero 95 84 41 73 49 9 48 52 45 7
1322 woman asian hero 96 46 39 55 49 28 35 59 32 14
1323 man european hero 82 90 24 52 18 31 22 26 36 86
1324 woman european hero 69 73 26 53 20 1 4 69 85 38
1325 man european hero 95 8 19 78 89 47 56 32 32 95
1326 woman indian villain 69 69 56 90 89 49 79 89 48 15
1327 man american hero 78 83 21 11 89 44 56 61 51 14
1328 man asian villain 23 38 58 97 56 91 70 90 56 26
1329 man american villain 93 42 77 41 59 55 2 94 88 32
1330 man indian villain 72 46 62 100 76 88 30 35 15 78
1331 man asian hero 76 100 35 62 97 12 54 75 35 94
1332 woman american hero 16 51 55 62 59 1 84 96 35 15
1333 woman indian hero 41 9 22 71 94 21 96 68 27 73
1334 man european villain 46 2 6 82 38 79 16 42 60 66
1335 woman asian villain 70 5 54 92 4 39 70 44 33 72
1336 woman american villain 58 44 85 74 18 32 76 55 14 64
1337 woman american hero 57 53 15 87 16 36 5 49 25 3
1338 woman european villain 85 60 78 5 70 18 98 87 18 70
1339 man asian hero 60 24 84 3 60 74 82 53 52 48
1340 man european villain 85 7 72 53 10 61 57 79 59 85
1341 man indian hero 53 45 6 50 37 74 87 81 100 99
1342 woman indian hero 98 12 94 51 37 8 59 85 77 50
1343 woman asian hero 61 56 29 72 5 23 55 12 4 73
1344 woman indian hero 100 39 92 28 28 29 50 19 26 96
1345 woman american villain 47 50 95 80 18 71 76 41 62 70
1346 woman american hero 42 46 53 57 95 77 14 64 41 28
1347 woman asian hero 8 69 39 50 13 70 19 74 17 38
1348 man american villain 28 67 61 77 12 45 19 72 50 12
1349 man indian villain 65 51 87 11 27 4 63 14 64 17
1350 woman indian villain 26 41 28 24 69 34 60 73 72 67
1351 man american hero 55 19 51 26 63 99 45 85 53 74
1352 woman asian villain 98 61 70 49 47 59 84 59 76 30
1353 woman asian hero 80 51 78 30 16 13 33 52 2 25
1354 woman american villain 16 41 78 41 1 31 53 92 14 53
1355 woman indian hero 30 79 24 92 60 96 95 89 51 97
1356 man indian villain 50 51 83 6 71 75 73 8 91 91
1357 woman indian villain 12 35 56 31 73 80 61 89 32 30
1358 man asian hero 63 84 11 69 69 14 90 85 16 54
1359 woman indian villain 54 23 53 98 60 67 93 54 91 82
1360 woman american hero 40 70 17 85 14 26 97 17 25 70
1361 man asian villain 76 6 32 64 77 19 2 58 45 89
1362 man european hero 64 46 16 93 17 1 30 78 20 59
1363 man european villain 36 56 8 43 56 6 62 100 16 9
1364 woman european hero 16 12 52 59 90 52 38 2 44 79
1365 woman indian villain 22 38 64 40 42 59 20 97 84 33
1366 woman indian villain 48 13 19 9 34 73 0 48 66 93
1367 man indian villain 8 12 3 45 38 99 0 5 9 32
1368 woman american hero 40 64 57 12 73 51 70 63 40 66
1369 woman european villain 85 56 98 48 82 9 7 37 88 58
1370 man european villain 89 97 45 12 68 32 8 33 62 22
1371 man european hero 24 9 1 64 90 94 80 30 5 34
1372 woman indian villain 7 48 60 39 33 79 68 61 73 86
1373 woman asian villain 30 91 78 45 0 90 100 61 2 5
1374 woman indian villain 77 6 38 34 38 11 59 42 56 38
1375 woman asian hero 100 3 8 76 47 55 21 71 31 4
1376 man asian villain 67 41 99 65 15 43 54 63 57 65
1377 woman european hero 96 1 18 2 64 21 33 2 97 9
1378 man indian hero 48 74 13 34 11 91 94 37 71 80
1379 man indian hero 11 90 17 27 78 55 77 17 33 47
1380 man indian villain 38 75 10 25 54 47 83 84 43 46
1381 woman indian villain 32 35 37 55 42 57 92 54 41 20
1382 man asian villain 15 89 13 45 22 88 68 44 39 99
1383 woman american hero 57 5 50 50 44 2 78 52 77 95
1384 woman asian villain 62 92 42 1 89 36 52 45 8 26
1385 woman european hero 51 67 15 41 8 75 70 33 52 100
1386 woman indian villain 63 26 79 11 64 100 49 4 53 2
1387 man european hero 77 15 57 6 35 15 10 72 41 1
1388 man american hero 85 6 87 76 30 22 38 22 48 64
1389 man indian hero 23 40 95 69 72 62 52 88 22 24
1390 man european hero 36 51 81 39 84 69 75 93 10 17
1391 woman asian villain 7 26 73 63 34 33 48 2 82 79
1392 woman european hero 63 25 81 33 46 9 10 83 97 84
1393 woman european hero 45 24 7 50 32 99 50 99 49 45
1394 man american villain 13 3 40 99 11 73 89 41 7 21
1395 man european villain 17 74 94 67 56 49 45 11 98 47
1396 woman american villain 24 18 80 3 100 6 92 83 1 95
1397 woman american villain 63 8 79 64 76 78 97 93 66 62
1398 woman asian villain 72 85 27 40 20 81 88 24 65 78
1399 woman american hero 52 24 42 93 6 62 60 93 55 58
1400 man indian hero 58 96 58 97 33 72 17 45 94 67
1401 woman asian villain 83 84 85 10 46 83 63 36 43 28
1402 man european villain 90 51 18 39 68 85 4 53 55 97
1403 woman asian villain 59 85 13 67 66 73 14 44 98 77
1404 man american hero 29 7 52 2 12 23 89 97 88 39
1405 woman indian villain 12 13 7 66 97 50 39 45 28 85
1406 woman american hero 83 65 45 78 1 20 92 29 16 60
1407 woman indian hero 94 68 33 53 11 9 26 71 95 1
1408 man asian villain 47 76 26 85 22 75 18 3 54 30
1409 man indian hero 83 68 86 2 34 29 15 59 27 60
1410 man american hero 20 67 73 43 2 19 48 16 34 90
1411 man asian hero 58 21 60 27 35 85 92 73 66 89
1412 woman indian hero 72 58 87 80 0 16 92 11 14 81
1413 man asian hero 85 53 94 6 97 96 99 33 31 40
1414 woman indian villain 60 7 4 12 66 56 2 75 77 73
1415 man european hero 88 90 61 61 23 87 14 45 98 88
1416 man european villain 57 95 1 96 55 5 26 38 14 91
1417 woman american villain 97 29 77 79 72 57 35 69 97 77
1418 woman indian hero 1 79 75 35 34 29 68 23 97 95
1419 woman european hero 57 21 3 11 5 20 68 72 9 82
1420 man american hero 69 50 17 89 56 22 8 41 68 90
1421 woman american villain 49 31 54 72 79 30 78 14 25 35
1422 woman indian hero 36 7 89 82 23 66 83 92 22 85
1423 man american villain 21 97 93 6 11 77 42 42 2 44
1424 woman indian villain 90 46 17 94 54 93 66 74 42 31
1425 man american villain 37 43 9 74 2 74 38 40 88 30
1426 woman indian hero 52 70 38 36 51 7 35 8 42 21
1427 woman asian villain 16 98 36 35 92 22 47 96 78 45
1428 woman american villain 22 30 56 78 89 30 1 52 82 96
1429 man indian villain 35 68 38 9 82 59 92 58 26 60
1430 man european hero 82 49 38 84 95 100 72 54 17 93
1431 woman european villain 50 78 28 45 78 56 70 82 82 25
1432 man american villain 46 94 63 8 26 84 35 93 56 88
1433 woman american villain 72 16 17 87 89 69 92 61 84 49
1434 man indian hero 4 62 83 61 28 74 61 57 41 33
1435 man european villain 54 23 80 1 98 23 73 72 20 76
1436 man american villain 18 35 64 65 39 51 16 14 84 72
1437 woman indian villain 58 92 75 56 4 57 89 43 34 86
1438 man european hero 17 7 10 55 35 71 79 98 58 39
1439 man american hero 58 65 11 49 70 98 25 72 44 22
1440 woman european hero 51 47 100 25 94 88 36 31 100 51
1441 woman indian hero 88 8 55 79 96 28 1 56 4 67
1442 man asian hero 74 24 30 28 98 57 49 39 23 22
1443 man european villain 67 11 64 64 82 48 34 6 18 65
1444 man indian villain 50 3 78 81 95 58 83 74 29 93
1445 woman european hero 21 15 81 15 39 91 66 98 37 29
1446 woman asian villain 56 99 0 99 50 45 96 22 97 100
1447 man asian hero 95 28 45 80 54 19 87 97 35 36
1448 man indian villain 72 75 42 12 58 18 19 60 79 45
1449 woman asian hero 0 22 65 71 37 11 46 61 21 68
1450 woman american hero 50 39 57 83 0 19 12 29 20 78
1451 woman american villain 42 25 13 97 56 80 44 93 67 8
1452 woman asian villain 7 34 4 94 6 39 28 23 8 51
1453 woman asian hero 23 0 32 26 17 17 68 56 50 14
1454 man european villain 38 29 5 59 27 30 43 2 58 58
1455 woman european hero 94 96 38 30 51 60 88 51 25 56
1456 man american villain 22 15 13 16 23 46 67 59 36 13
1457 man indian hero 4 71 7 76 42 40 26 96 94 5
1458 man indian hero 16 28 49 95 46 63 96 75 86 53
1459 woman asian villain 91 79 41 23 9 32 12 79 58 75
1460 man american hero 67 34 83 71 25 71 39 49 29 38
1461 man european hero 30 21 61 52 70 69 49 13 78 73
1462 woman european villain 47 49 23 49 80 53 93 56 6 23
1463 man asian villain 13 34 44 34 75 25 24 21 81 90
1464 woman asian villain 53 38 27 34 51 79 19 16 13 82
1465 woman american villain 66 23 71 16 9 84 78 58 83 17
1466 man asian hero 53 49 3 69 96 90 98 58 84 50
1467 woman indian hero 68 9 82 67 47 14 60 96 83 52
1468 man american villain 98 24 9 43 66 20 4 59 86 59
1469 woman indian hero 0 9 5 17 24 47 74 35 70 98
1470 woman american villain 73 16 12 17 92 49 68 74 99 51
1471 man american villain 99 14 95 62 26 37 66 63 67 65
1472 woman asian hero 45 8 7 4 85 9 95 1 28 91
1473 man european hero 78 70 28 94 81 90 61 98 48 12
1474 man european hero 8 11 60 55 94 74 54 53 4 33
1475 man american hero 68 32 13 89 2 21 94 97 52 53
1476 man american villain 71 95 57 69 69 6 100 35 92 43
1477 woman indian villain 49 56 22 85 13 14 85 19 64 84
1478 man european hero 83 92 52 36 21 20 69 24 4 53
1479 woman european hero 60 66 85 71 64 8 70 57 5 21
1480 man european villain 31 12 48 72 91 61 69 59 17 84
1481 woman indian hero 16 31 33 13 33 57 59 14 86 84
1482 man american villain 74 6 88 47 28 1 90 92 68 74
1483 woman european villain 62 93 31 37 93 99 0 17 84 37
1484 woman american villain 41 45 6 56 10 83 6 96 25 2
1485 man asian villain 41 32 59 58 10 67 61 85 29 67
1486 woman european hero 74 24 31 69 86 28 52 20 30 12
1487 woman american villain 28 61 52 52 98 39 26 64 0 96
1488 woman european hero 78 16 66 75 5 94 80 17 81 45
1489 woman indian hero 57 74 2 100 41 10 6 21 8 18
1490 man indian villain 31 6 77 1 82 19 20 78 50 97
1491 woman european villain 59 95 83 87 48 85 6 18 28 9
1492 woman indian hero 48 15 74 99 39 25 26 5 79 13
1493 woman american villain 74 87 12 44 99 48 100 23 52 92
1494 man asian villain 13 77 5 47 37 65 95 54 48 7
1495 woman american hero 25 17 90 7 35 0 16 15 90 34
1496 man asian hero 59 93 8 55 3 97 33 76 53 100
1497 woman american hero 89 49 12 68 63 52 68 23 66 85
1498 man american villain 40 42 18 24 64 11 9 10 97 70
1499 woman indian villain 65 91 70 56 38 59 10 44 29 77
1500 man asian hero 9 84 10 36 53 7 62 49 65 85
1501 woman american villain 89 28 97 43 33 0 62 57 15 8
1502 man indian villain 41 50 5 29 45 48 82 68 35 63
1503 man indian hero 83 84 47 0 59 24 83 93 28 83
1504 woman indian villain 26 19 30 56 60 40 23 20 42 100
1505 man asian hero 66 40 90 97 30 19 52 35 30 50
1506 man asian villain 63 26 90 3 91 78 26 13 60 100
1507 woman asian hero 41 13 84 37 83 12 14 7 36 2
1508 woman american hero 6 36 33 1 70 47 62 56 71 80
1509 man asian hero 84 63 55 30 84 53 31 59 9 60
1510 woman asian hero 13 44 1 59 2 89 8 7 40 44
1511 woman indian hero 7 25 62 41 98 0 15 7 85 98
1512 woman american villain 43 45 6 0 1 62 13 94 84 28
1513 man asian hero 87 5 19 7 11 67 56 42 75 42
1514 man indian hero 98 72 77 10 88 92 30 61 40 83
1515 man american hero 54 42 60 67 15 82 18 49 10 58
1516 woman european hero 86 98 40 65 34 70 36 77 81 9
1517 woman indian villain 61 49 62 73 46 90 2 93 1 61
1518 woman american villain 20 100 56 5 36 33 23 45 66 54
1519 woman american villain 77 53 92 52 57 99 81 8 17 51
1520 woman asian hero 78 83 52 77 34 37 38 48 92 77
1521 man american villain 72 5 71 44 79 4 65 63 58 22
1522 man indian hero 46 61 28 19 53 74 26 38 34 90
1523 man asian villain 17 82 9 48 15 48 61 71 95 37
1524 man indian hero 65 95 90 4 66 65 86 38 35 26
1525 woman american hero 8 83 4 55 18 84 11 22 74 92
1526 woman asian villain 15 54 74 56 97 79 79 23 64 19
1527 woman european villain 48 74 78 82 57 52 33 42 8 18
1528 woman indian hero 10 93 33 95 16 42 100 36 34 34
1529 man european villain 47 26 31 6 57 87 45 10 59 28
1530 woman indian hero 97 24 33 55 80 66 86 5 82 0
1531 man asian villain 36 21 73 96 44 82 37 75 66 63
1532 woman european hero 40 87 22 52 63 33 37 3 9 84
1533 woman indian villain 100 3 9 75 19 1 60 62 38 73
1534 man european villain 11 3 37 69 62 37 52 20 31 61
1535 man european hero 38 76 4 98 96 86 6 11 90 73
1536 man european villain 89 60 84 27 93 53 10 31 84 34
1537 woman indian hero 97 90 26 93 46 57 75 99 75 46
1538 man american hero 12 1 33 91 77 57 54 72 25 21
1539 woman indian hero 71 15 77 70 33 60 4 58 76 80
1540 man asian villain 82 96 39 71 56 37 33 50 39 94
1541 man american villain 78 0 8 31 31 26 49 28 78 69
1542 woman american hero 24 7 92 13 20 63 87 76 14 64
1543 woman asian hero 41 65 60 80 16 98 53 11 40 96
1544 woman american hero 60 96 3 50 90 90 14 67 88 51
1545 man indian villain 40 44 73 44 0 79 15 19 5 31
1546 man european villain 29 79 86 84 3 23 29 87 81 58
1547 woman european hero 53 62 73 66 62 43 40 58 67 33
1548 woman asian hero 94 49 18 13 23 19 86 49 54 13
1549 woman indian villain 48 10 74 13 47 94 40 30 92 33
1550 man american villain 28 11 91 16 96 2 92 11 64 22
1551 woman european hero 91 34 8 66 0 45 52 10 74 41
1552 man indian hero 7 73 2 67 59 84 32 22 38 42
1553 woman european hero 86 39 76 69 16 13 13 40 30 57
1554 man american villain 40 86 66 44 8 17 46 6 84 87
1555 woman indian hero 97 63 25 72 67 100 46 40 56 97
1556 man indian hero 85 86 20 99 97 31 69 70 45 10
1557 man american hero 22 96 46 23 90 67 63 18 96 67
1558 woman asian villain 77 91 16 86 28 65 93 77 45 80
1559 woman european hero 21 92 33 55 31 46 100 8 51 12
1560 woman european villain 15 19 53 40 21 9 82 16 16 15
1561 woman american hero 26 88 33 20 41 11 16 34 29 51
1562 man american hero 71 64 93 68 2 75 82 56 0 3
1563 woman asian hero 89 42 38 25 91 6 24 64 60 60
1564 man american hero 71 76 97 31 57 63 24 43 15 1
1565 woman indian villain 87 88 69 71 23 75 30 47 0 38
1566 woman american hero 97 66 58 21 95 39 62 35 63 94
1567 woman european villain 32 90 2 38 3 84 69 97 86 29
1568 woman indian hero 70 22 69 5 90 15 32 10 50 96
1569 man american hero 13 41 64 15 86 79 16 32 67 81
1570 woman indian hero 92 39 84 49 28 59 32 99 54 78
1571 man european villain 6 95 82 55 97 37 9 73 29 69
1572 woman indian hero 84 63 27 46 63 38 19 42 70 47
1573 man european hero 85 31 50 17 20 55 11 16 64 11
1574 man indian villain 13 29 18 49 66 63 21 79 55 83
1575 man indian villain 65 100 28 61 93 66 56 76 93 31
1576 woman indian hero 24 43 19 63 40 30 78 41 42 13
1577 woman indian villain 71 61 78 14 41 82 3 93 99 52
1578 woman european hero 24 91 5 37 26 40 92 61 15 34
1579 man asian hero 6 3 56 37 55 55 64 52 51 97
1580 man indian hero 2 45 40 54 33 15 72 15 19 19
1581 woman indian hero 40 4 19 89 38 51 54 62 12 77
